,ICE,ROP,MA,V,SPGI,TYL,MSCI,MCO,MKTX,TW,ADSK,6861.T,DHR,CSGP,ISRG,WDAY,VACNY,NOW,CDNS,TSM,ASML,FICO,FOUR,SNPS,MRVI
ICE,0.04071203144918833,0.018042825420496966,0.019186427642257906,0.016686764759735895,0.024626848574711396,0.02202327760344403,0.02542747574394853,0.028932584889736723,0.02021295383014943,0.021960109282922843,0.024278895018243925,0.0018516083763435596,0.01844813399578878,0.021841936505296693,0.0213437667877333,0.020942677810500923,0.013643023438179127,0.024588563898404567,0.02095927268646589,0.015438490679945936,0.02032471372756445,0.025079937853598796,0.026369969159620362,0.023029759857261526,0.01985524381717864
ROP,0.018042825420496966,0.042330003060619306,0.023023761041526588,0.021782178588084036,0.02489544579361815,0.026909697552190262,0.026695122917732673,0.030148323024129897,0.017208699421326554,0.015060778613530635,0.030761589497975462,0.00022572988759607005,0.02341295069105224,0.026599788620174696,0.023340299502863406,0.03232899035151896,0.018375893857110363,0.034206713338192786,0.032560903314005185,0.02148183806134711,0.02841852374646914,0.032830883295667176,0.03069616787724516,0.036626419391642566,0.01672114604243814
MA,0.019186427642257906,0.023023761041526588,0.046121017225008776,0.033691548776271736,0.027186709568328422,0.024762451297959783,0.028827103667063,0.03278832121715092,0.011196680107824387,0.016015532208063874,0.030595772297509684,0.006542931970273741,0.02266570171790522,0.022683302220301994,0.027684037123130934,0.031315959716722006,0.01926129013341441,0.030965705864928653,0.027495907198986678,0.021851248519694673,0.02891131518596209,0.03127695639227582,0.03638836644015962,0.031861960473404574,0.027756073292322967
V,0.016686764759735895,0.021782178588084036,0.033691548776271736,0.043566104316871475,0.02459437801707762,0.02203629743532279,0.025965044476849008,0.030323586032619376,0.010098325718579819,0.01675992331697833,0.02627596742344109,0.003680374030607616,0.020515624587691104,0.020245772112783465,0.0248712194371708,0.02990870269924372,0.015333970900880102,0.02937122173927311,0.025778564401339764,0.01995532596221926,0.025075876154183004,0.029597158454971878,0.03524953303773018,0.03072049104272934,0.028889848343052794
SPGI,0.024626848574711396,0.02489544579361815,0.027186709568328422,0.02459437801707762,0.05591542503432499,0.035366730660458236,0.04196678806312479,0.04960894098020186,0.022730508844461907,0.019116918135367134,0.03540894473096345,0.005854149805818984,0.02985799975684714,0.030689046561304684,0.03411904290120999,0.03275965016601366,0.026971879633670592,0.039622978574450476,0.03343971275541974,0.02787631024323403,0.03452912998051279,0.039539002507545405,0.041315970040560895,0.03634824452355697,0.03067317468102763
TYL,0.02202327760344403,0.026909697552190262,0.024762451297959783,0.02203629743532279,0.035366730660458236,0.08314841599732117,0.03807461729017995,0.03858698407614795,0.023321562908495633,0.0180606656233178,0.0444504990095897,0.00017954414037119943,0.025762020739354633,0.033776718987975046,0.03299922819006327,0.047712697873811334,0.023702947111043114,0.05181710062447403,0.03579130336063192,0.029844063143424533,0.03778430927313135,0.042043659134915486,0.04404426594645584,0.04401524120288592,0.03217431651500595
MSCI,0.02542747574394853,0.026695122917732673,0.028827103667063,0.025965044476849008,0.04196678806312479,0.03807461729017995,0.09511090172513857,0.04643900157960654,0.024404860950405928,0.025552564933277174,0.04515299786016413,0.005995771304878753,0.03778874161058931,0.03479127316936217,0.038542636203872674,0.04219780062447592,0.03381635678288294,0.049115546229584355,0.03883924180472028,0.03343248925172113,0.04399718227043606,0.04382822427078772,0.047516810735774184,0.041281226449705964,0.030085880125074186
MCO,0.028932584889736723,0.030148323024129897,0.03278832121715092,0.030323586032619376,0.04960894098020186,0.03858698407614795,0.04643900157960654,0.07045912082470425,0.023944840115987135,0.024436908136531744,0.0452916686087265,0.007596545596193599,0.03432891730768024,0.0361940912682684,0.040656550474489066,0.04127775983791595,0.035873296765172175,0.048948448892891926,0.04105632530489607,0.03551552863858061,0.04456483607094767,0.05258734938478631,0.050090317700172485,0.04410278883943892,0.036497046161868774
MKTX,0.02021295383014943,0.017208699421326554,0.011196680107824387,0.010098325718579819,0.022730508844461907,0.023321562908495633,0.024404860950405928,0.023944840115987135,0.12686100453735838,0.029192278946929977,0.024115174727195966,0.008504079353253901,0.01821224059044321,0.02219813350309224,0.00773076443770823,0.020948919483398325,0.011634302117621474,0.020173749122799144,0.017781044757302366,0.0139985082696872,0.013837890013660963,0.02025984703428629,0.038070828792553656,0.01831535430856594,0.030868101859132704
TW,0.021960109282922843,0.015060778613530635,0.016015532208063874,0.01675992331697833,0.019116918135367134,0.0180606656233178,0.025552564933277174,0.024436908136531744,0.029192278946929977,0.07262911481320793,0.018520498577819636,0.003858766395736147,0.015279954670230134,0.01355897021375524,0.018720080640199425,0.02123767201409405,0.014112969190865713,0.025706819776223466,0.022546975276758485,0.022080443708965225,0.022286449024100544,0.02571575130147323,0.024390974965700273,0.02238181169576422,0.012271440619353317
ADSK,0.024278895018243925,0.030761589497975462,0.030595772297509684,0.02627596742344109,0.03540894473096345,0.0444504990095897,0.04515299786016413,0.0452916686087265,0.024115174727195966,0.018520498577819636,0.10226319866464194,0.006826975622120723,0.032118811269392936,0.03738012264010441,0.046180257065396434,0.06410057988678979,0.03709828983714593,0.06968982302668958,0.058678826846009675,0.04967816732496782,0.06098448621277747,0.05628800536703095,0.06334794170353843,0.05809698428111802,0.03821468426423649
6861.T,0.0018516083763435596,0.00022572988759607005,0.006542931970273741,0.003680374030607616,0.005854149805818984,0.00017954414037119943,0.005995771304878753,0.007596545596193599,0.008504079353253901,0.003858766395736147,0.006826975622120723,0.10398851014063744,0.0036170424468631177,0.002747595552733522,0.002131133443713986,0.006135629069309408,0.021430710915845228,0.008902261391040422,0.00860264994747392,0.01000085205009645,0.005162907882156553,0.005844795060838873,0.008490821537080773,0.009206209302707578,0.022331967556299615
DHR,0.01844813399578878,0.02341295069105224,0.02266570171790522,0.020515624587691104,0.02985799975684714,0.025762020739354633,0.03778874161058931,0.03432891730768024,0.01821224059044321,0.015279954670230134,0.032118811269392936,0.0036170424468631177,0.084074783654705,0.03205643823435532,0.03121233714427424,0.03331411726672814,0.03078138653844183,0.037482551789397016,0.03628230290167422,0.03620736129385788,0.039571746235848984,0.03239388789191851,0.03982240972839521,0.040427108034966096,0.07101506972610569
CSGP,0.021841936505296693,0.026599788620174696,0.022683302220301994,0.020245772112783465,0.030689046561304684,0.033776718987975046,0.03479127316936217,0.0361940912682684,0.02219813350309224,0.01355897021375524,0.03738012264010441,0.002747595552733522,0.03205643823435532,0.09522663721049246,0.03433663208857752,0.03784884651097701,0.021766551726144345,0.04003138813714739,0.0328516610550825,0.024957636334074794,0.037001592118068444,0.038223934387780226,0.03980071927207122,0.03844085484017185,0.04781229814650316
ISRG,0.0213437667877333,0.023340299502863406,0.027684037123130934,0.0248712194371708,0.03411904290120999,0.03299922819006327,0.038542636203872674,0.040656550474489066,0.00773076443770823,0.018720080640199425,0.046180257065396434,0.002131133443713986,0.03121233714427424,0.03433663208857752,0.10207690532916443,0.040948122204497304,0.037271761403703654,0.054379864618774136,0.04998016259010866,0.04720939362888794,0.06002110702426602,0.04964474558129382,0.04726132431230158,0.05772487245225387,0.030416461566824406
WDAY,0.020942677810500923,0.03232899035151896,0.031315959716722006,0.02990870269924372,0.03275965016601366,0.047712697873811334,0.04219780062447592,0.04127775983791595,0.020948919483398325,0.02123767201409405,0.06410057988678979,0.006135629069309408,0.03331411726672814,0.03784884651097701,0.040948122204497304,0.13951745199538468,0.02876389217164506,0.08041085491508722,0.05661601314611985,0.043135073180492055,0.05090686618076781,0.05665381554101636,0.05591489136734461,0.061175853551349475,0.04738533399199107
VACNY,0.013643023438179127,0.018375893857110363,0.01926129013341441,0.015333970900880102,0.026971879633670592,0.023702947111043114,0.03381635678288294,0.035873296765172175,0.011634302117621474,0.014112969190865713,0.03709828983714593,0.021430710915845228,0.03078138653844183,0.021766551726144345,0.037271761403703654,0.02876389217164506,0.1949540132095096,0.04252181928724794,0.055574566916933646,0.06349539714556862,0.08595568106704672,0.042784265322142204,0.050968683312276206,0.05955749212272228,0.03883369746154926
NOW,0.024588563898404567,0.034206713338192786,0.030965705864928653,0.02937122173927311,0.039622978574450476,0.05181710062447403,0.049115546229584355,0.048948448892891926,0.020173749122799144,0.025706819776223466,0.06968982302668958,0.008902261391040422,0.037482551789397016,0.04003138813714739,0.054379864618774136,0.08041085491508722,0.04252181928724794,0.14937140551559766,0.07392898529493752,0.06312034500017856,0.07029940235281065,0.06688797687515025,0.07029919600528892,0.07517318396336191,0.042352997967374725
CDNS,0.02095927268646589,0.032560903314005185,0.027495907198986678,0.025778564401339764,0.03343971275541974,0.03579130336063192,0.03883924180472028,0.04105632530489607,0.017781044757302366,0.022546975276758485,0.058678826846009675,0.00860264994747392,0.03628230290167422,0.0328516610550825,0.04998016259010866,0.05661601314611985,0.055574566916933646,0.07392898529493752,0.12947298665447607,0.07826999084625587,0.08770405552234686,0.048417607036030146,0.06860150709276418,0.12356699315020189,0.036997472400267004
TSM,0.015438490679945936,0.02148183806134711,0.021851248519694673,0.01995532596221926,0.02787631024323403,0.029844063143424533,0.03343248925172113,0.03551552863858061,0.0139985082696872,0.022080443708965225,0.04967816732496782,0.01000085205009645,0.03620736129385788,0.024957636334074794,0.04720939362888794,0.043135073180492055,0.06349539714556862,0.06312034500017856,0.07826999084625587,0.15769077880650545,0.11056801102776721,0.04506403485405656,0.06162951587936542,0.07314266281375005,0.04479831441094564
ASML,0.02032471372756445,0.02841852374646914,0.02891131518596209,0.025075876154183004,0.03452912998051279,0.03778430927313135,0.04399718227043606,0.04456483607094767,0.013837890013660963,0.022286449024100544,0.06098448621277747,0.005162907882156553,0.039571746235848984,0.037001592118068444,0.06002110702426602,0.05090686618076781,0.08595568106704672,0.07029940235281065,0.08770405552234686,0.11056801102776721,0.175964575027129,0.05360110058886161,0.06805682537832801,0.09436299265128173,0.048703272712289615
FICO,0.025079937853598796,0.032830883295667176,0.03127695639227582,0.029597158454971878,0.039539002507545405,0.042043659134915486,0.04382822427078772,0.05258734938478631,0.02025984703428629,0.02571575130147323,0.05628800536703095,0.005844795060838873,0.03239388789191851,0.038223934387780226,0.04964474558129382,0.05665381554101636,0.042784265322142204,0.06688797687515025,0.048417607036030146,0.04506403485405656,0.05360110058886161,0.1617046300760194,0.06039216729293111,0.05296056467209977,0.020489259092542594
FOUR,0.026369969159620362,0.03069616787724516,0.03638836644015962,0.03524953303773018,0.041315970040560895,0.04404426594645584,0.047516810735774184,0.050090317700172485,0.038070828792553656,0.024390974965700273,0.06334794170353843,0.008490821537080773,0.03982240972839521,0.03980071927207122,0.04726132431230158,0.05591489136734461,0.050968683312276206,0.07029919600528892,0.06860150709276418,0.06162951587936542,0.06805682537832801,0.06039216729293111,0.24204273814640695,0.07044985674733147,0.04772897875848986
SNPS,0.023029759857261526,0.036626419391642566,0.031861960473404574,0.03072049104272934,0.03634824452355697,0.04401524120288592,0.041281226449705964,0.04410278883943892,0.01831535430856594,0.02238181169576422,0.05809698428111802,0.009206209302707578,0.040427108034966096,0.03844085484017185,0.05772487245225387,0.061175853551349475,0.05955749212272228,0.07517318396336191,0.12356699315020189,0.07314266281375005,0.09436299265128173,0.05296056467209977,0.07044985674733147,0.21262234466075972,0.051370044947363906
MRVI,0.01985524381717864,0.01672114604243814,0.027756073292322967,0.028889848343052794,0.03067317468102763,0.03217431651500595,0.030085880125074186,0.036497046161868774,0.030868101859132704,0.012271440619353317,0.03821468426423649,0.022331967556299615,0.07101506972610569,0.04781229814650316,0.030416461566824406,0.04738533399199107,0.03883369746154926,0.042352997967374725,0.036997472400267004,0.04479831441094564,0.048703272712289615,0.020489259092542594,0.04772897875848986,0.051370044947363906,0.6294640367595868
